Codigo;Cod. CIA;Descrição;Complemento;UN;Grupo;Categoria;Marca;Saldo Atual;Custo G;Custo C;Custo UE;Data UE;Fat.GN;Peso Bruto;Peso Líquido;Vol Embalagem;Qtda por Pallet;Qtda por Lastro;Grp Carg;Seq Grp Carg;Cx/Emb;Pos Item;Rest Gaiola;Qnt Emb;Qnt Chapatex;Situação;Descicao Fiscal
119145;00119145;ADES MACA 1L CX 6UN           ;6X1L      ;CX;009-SOJA                      ;009.191-1 LITRO               ;009.191.301-ADES FRUTAS       ;         32,0000000 ;       29,76;       27,61;       29,76; 6/01/26; 1,05671;    6,445;    6,445;   1; 135; 27;120; 20; 63;380;   ;0006;00;ATIVO  ;                                                                                                    ;
119146;00119146;ADES ORIGINAL 1LITRO C/6UND   ;6X1L      ;CX;009-SOJA                      ;009.191-1 LITRO               ;009.191.302-ADES ORIGINAL     ;                    ;       30,75;       28,53;       30,66; 4/10/24; 1,05671;    6,445;    6,445;   1; 135; 27;120; 10; 63;380;   ;0006;00;ATIVO  ;                                                                                                    ;
119148;00119148;ADES PESSEGO 1L 6U            ;6X1L      ;CX;009-SOJA                      ;009.191-1 LITRO               ;009.191.301-ADES FRUTAS       ;         36,0000000 ;       29,76;       27,61;       29,76;19/12/25; 1,05671;    6,445;    6,445;   1; 135; 27;120; 60; 63;380;   ;0006;00;ATIVO  ;                                                                                                    ;
118953;00118953;ADES SEEDS AMENDOAS BAUNILHA  ;6X1L      ;CX;009-SOJA                      ;009.191-1 LITRO               ;009.191.302-ADES ORIGINAL     ;                    ;       50,88;       47,28;       50,88; 6/06/25; 1,05671;    6,445;    6,445;   1; 135; 27;120; 80; 63;380;   ;0006;00;ATIVO  ;                                                                                                    ;
119149;00119149;ADES UVA 1 LITRO C/6 UNID     ;6X1L      ;CX;009-SOJA                      ;009.191-1 LITRO               ;009.191.301-ADES FRUTAS       ;          3,0000000 ;       29,76;       27,61;       29,76;29/12/25; 1,05671;    6,445;    6,445;   1; 135; 27;120; 30; 63;380;   ;0006;00;ATIVO  ;                                                                                                    ;
139421;00139421;BAVARIA LATA 350ML 12UNID     ;12X350ML  ;CX;002-CERVEJA                   ;002.063-11.8Onz/350ML         ;002.063.008-BAVARIA           ;       6523,0000000 ;       25,88;       23,82;       25,89;29/12/25;  ,73969;    4,394;    4,394;   1; 264; 22; 40; 90; 41;125;   ;0012;03;ATIVO  ;                                                                                                    ;
 56604;00056604;BIPACK CCO+FTALAR PET2L       ;4X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.042-COCA-COLA         ;        964,0000000 ;       25,28;       22,94;       25,28; 9/01/26; 1,40894;    8,445;    8,445;   1; 120; 30; 20; 10; 46;410;   ;0004;05;ATIVO  ;                                                                                                    ;
 92721;00092721;C SPARKL. LIMAO PT510         ;6X510ML   ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;        113,0000000 ;       10,26;        9,45;       10,26; 9/01/26;  ,53892;    2,319;    2,319;   1; 392; 56;110;300; 56;242;   ;0006;05;ATIVO  ;                                                                                                    ;
 92808;00092808;C SPARKL. MELANCIA PT510      ;6X510ML   ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;         54,0000000 ;       10,26;        9,44;       10,26; 2/12/25;  ,53892;    2,319;    2,319;   1; 392; 56;110;310; 56;242;   ;0006;05;ATIVO  ;                                                                                                    ;
 92723;00092723;C SPARKL.FRUTAS VERMELHA PT510;6X510ML   ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;        136,0000000 ;       10,26;        9,44;       10,26;16/12/25;  ,53892;    4,638;    4,638;   1; 392; 56;110;315; 56;242;   ;0006;05;ATIVO  ;                                                                                                    ;
 92701;00092701;C SPARKL.TANGERIN CAPLIM PT510;6X510ML   ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;         51,0000000 ;       10,26;        9,44;       10,26; 2/12/25;  ,53892;    2,319;    2,319;   1; 392; 56;110;305; 56;242;   ;0006;05;ATIVO  ;                                                                                                    ;
139443;00139443;CACHACA YPIOCA EMP OURO VD 965;1X965ML   ;UN;012-SPIRITS                   ;012.124-CACHAÇA               ;012.124.451-YPIÓCA            ;                    ;       33,62;       31,51;       33,62;11/04/23;  ,16995;    1,310;    1,000;   1; 672; 56;  1;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
   450;        ;CAIXA C TAMPA BIPARTIDA 30LITR;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;          1,0000000 ;      150,88;      150,88;      150,88; 9/07/25;  ,10567;         ;         ;   1; 672; 56;   ;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183472;        ;CAIXA PLAST THZ RGB 600ML     ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;   10,000;   10,000;   1; 672; 56;  1;  3; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
182890;        ;CAIXA PLASTICA LS             ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;        395,0000000 ;        8,07;        6,18;       10,00;13/06/23;        ;     ,200;     ,200;   1;  50; 10;200; 70;  2; 80;   ;0001;00;ATIVO  ;                                                                                                    ;
139338;00139338;CAMPARI GAR VD 748ML          ;1X748ML   ;UN;012-SPIRITS                   ;012.122-APERITIVO             ;012.122.123-CAMPARI           ;         41,0000000 ;       42,04;       39,57;       42,04; 5/01/26;  ,13173;    1,310;    1,000;   1; 672; 56;  1;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
 56353;00056353;CC 250ML VIDRO OW C12U        ;12X250ML  ;CX;001-REFRIG                    ;001.142-CC 250ML OW           ;001.142.142-CC                ;        196,0000000 ;       29,76;       27,21;       29,76; 9/01/26;  ,52835;    3,100;    3,100;   1; 196; 28; 70; 39;  7;  2;   ;0012;07;ATIVO  ;                                                                                                    ;
 55202;00055202;CC BAG 10L                    ;1X10L     ;UN;001-REFRIG                    ;001.140-10 LITROS             ;001.140.176-COCA              ;         53,0000000 ;      306,30;      278,61;      306,30; 8/01/26;11,27157;   10,000;   10,000;   1; 100; 10; 90; 10; 65;130;   ;0001;00;ATIVO  ;                                                                                                    ;
 56476;00056476;CC MENOS ACUCAR PET 3L 6U FL  ;6X3L      ;CX;001-REFRIG                    ;001.007-101.4 Onz / 3 LITROS  ;001.007.042-COCA-COLA         ;        420,0000000 ;       59,22;       53,87;       59,22; 9/01/26; 3,17013;   18,890;   18,890;   1;  60; 15; 30; 10; 57; 51;   ;0006;05;ATIVO  ;                                                                                                    ;
 55993;00055993;CC PET 1 LITRO CX C/06        ;6X1L      ;CX;001-REFRIG                    ;001.027-33.8 Onz / 1 LITRO    ;001.027.042-COCA-COLA         ;        204,0000000 ;       28,14;       25,68;       28,14; 7/01/26; 1,05671;    6,485;    6,485;   1; 150; 30; 50; 70; 11; 49;   ;0006;01;ATIVO  ;                                                                                                    ;
  6060;00055280;CC PET 1.500ML C6             ;6X1,5L    ;CX;001-REFRIG                    ;001.033-50.7 Onz / 1.5 LITRO  ;001.033.042-COCA-COLA         ;        221,0000000 ;       40,20;       36,56;       40,20; 6/01/26; 1,58506;    9,660;    9,660;   1; 110; 22; 30; 40; 12; 50;   ;0006;06;ATIVO  ;                                                                                                    ;
 56756;00056756;CC SEM ACUCAR RETORNAVEL 2L RT;9X2L      ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.042-COCA-COLA         ;        513,0000000 ;       42,48;       38,91;       42,48; 6/01/26; 3,17013;   21,800;   21,800;   1;  50; 10;  1;  9;  3;  2;   ;0009;00;ATIVO  ;                                                                                                    ;
 56016;00056016;CC ZERO 290ML KS ULTRA CX24   ;24X290ML  ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.042-COCA-COLA         ;        174,0000000 ;       45,60;       42,73;       45,60; 7/01/26; 1,22578;   18,500;   18,500;   1;  60; 10;  1;  4;  1;  1;   ;0024;00;ATIVO  ;                                                                                                    ;
 55720;00055720;CC ZERO BAG 5L                ;1X5L      ;UN;001-REFRIG                    ;001.130-5 LITROS              ;001.130.010-FANTA BAG         ;         27,0000000 ;      153,15;      139,25;      153,15; 8/01/26; 5,63578;    5,000;    5,000;   1; 100; 10; 90; 30; 65;130;   ;0001;00;ATIVO  ;                                                                                                    ;
  3212;00055853;CC ZERO PET 1,5L              ;6X1,5L    ;CX;001-REFRIG                    ;001.033-50.7 Onz / 1.5 LITRO  ;001.033.048-COCA-COLA ZERO    ;        204,0000000 ;       39,12;       35,62;       39,12; 6/01/26; 1,58506;    9,660;    9,660;   1; 110; 22; 30; 50; 12; 50;   ;0006;06;ATIVO  ;                                                                                                    ;
 56602;00056602;CC+FTA GUA PET2L 2X2          ;4X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.042-COCA-COLA         ;        531,0000000 ;       23,80;       21,62;       23,80; 6/01/26; 1,40894;    8,445;    8,445;   1; 120; 30; 20; 20; 46;410;   ;0004;05;ATIVO  ;                                                                                                    ;
 56606;00056606;CC+SPRITE PET2L (4) LM        ;4X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.042-COCA-COLA         ;        123,0000000 ;       25,20;       22,88;       25,20; 6/01/26; 1,40894;    8,445;    8,445;   1; 120; 30; 20; 10; 46;410;   ;0004;05;ATIVO  ;                                                                                                    ;
   148;        ;CELULAR SAMSUNG GALAXY A17 128;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;         11,0000000 ;     1259,10;     1259,10;     1259,10;31/10/25;        ;   25,000;   25,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
903401;00139173;CERV KAISER 600ML RETORNAVEL  ;24X600ML  ;CX;002-CERVEJA                   ;002.022-20.3 Onz / 600 ML=CC  ;002.022.088-KAISER            ;        101,0000000 ;       84,23;       78,52;       84,23; 3/12/25; 2,53610;   29,000;   29,000;   1;  35;  7;  2;   ;  4;  5;   ;0024;00;ATIVO  ;                                                                                                    ;
903394;00139289;CERV.KAISER LATA 350ML C/12UN ;12X350ML  ;CX;002-CERVEJA                   ;002.063-11.8Onz/350ML         ;002.063.088-KAISER            ;        411,0000000 ;       27,67;       25,44;       27,67;31/10/25;  ,73969;    4,394;    4,394;   1; 264; 22; 40;110; 41;125;   ;0012;03;ATIVO  ;                                                                                                    ;
119471;00119471;CHA 450M LEAO BRANCO LICHIA ZR;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;         26,0000000 ;       13,98;       12,63;       13,98;22/12/25;  ,47551;    2,902;    2,902;   1; 336; 48;110;332; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
119123;00119123;CHA 450ML GUARANA POWER ACAI  ;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;        143,0000000 ;       11,58;       10,45;       11,58; 2/12/25;  ,47551;    2,902;    2,902;   1; 336; 48;110;320; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
118614;00118614;CHA 450ML ICE TEA LIMAO       ;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;        193,0000000 ;       13,68;       12,37;       13,68; 9/01/26;  ,47552;    2,902;    2,902;   1; 336; 48;110;325; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
118620;00118620;CHA 450ML ICE TEA PESSEGO     ;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;        188,0000000 ;       13,68;       12,37;       13,68; 9/01/26;  ,47552;    2,902;    2,902;   1; 336; 48;110;335; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
119464;00119464;CHA 450ML LEAO VERDE LIMAO ZER;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;         28,0000000 ;       13,98;       12,64;       13,98;26/12/25;  ,47552;    2,700;    2,700;   1; 336; 48;110;327; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
118634;00118634;CHA 450ML MATTE LEAO LIMAO    ;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;         50,0000000 ;       13,80;       12,46;       13,80;26/12/25;  ,47552;    2,700;    2,700;   1; 336; 48;110;326; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
118637;00118637;CHA 450ML MATTE LEAO NATURAL  ;6X450ML   ;CX;004-CHAS                      ;004.005-CHA 450ML             ;004.005.265-CHA ICE TEA       ;         59,0000000 ;       13,80;       12,47;       13,80;16/12/25;  ,47552;    2,902;    2,902;   1; 336; 48;110;330; 14;372;   ;0006;06;ATIVO  ;                                                                                                    ;
197605;        ;CHAPATEX                      ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;      12815,0000000 ;        4,27;        3,10;        5,82; 9/10/25;  ,00011;    3,050;    3,050;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
141094;00141094;CHEEZ IT SNACK CHEDDAR CX 65G ;1X65GR    ;UN;019-SNACKS                    ;019.201-SNACKS                ;019.201.202-CHEEZ IT          ;        101,0000000 ;        2,15;        2,00;        2,15; 9/01/26;  ,01144;     ,070;     ,070;   1;1820;182;140;590; 83;  3;   ;0001;00;ATIVO  ;                                                                                                    ;
   121;        ;CO2 GAS-DIOXIDO DE CARBONO 9KG;1X 1KG    ;KG;023-GAS CO2                   ;023.001-GAS CO2               ;023.001.001-WHITE MARTINS     ;         36,0000000 ;            ;            ;            ;        ; 1,00000;    3,830;    3,830;   1;  35; 35;  1; 11;  9;  8;   ;0001;00;ATIVO  ;                                                                                                    ;
120121;        ;CO2 GAS-DIOXIDO DE CARBONO 9KG;1X1 KG    ;KG;023-GAS CO2                   ;023.001-GAS CO2               ;023.001.001-WHITE MARTINS     ;        117,0000000 ;       15,00;       12,65;       15,00;17/12/25; 1,00000;    3,830;    3,830;   1; 672; 56;  1; 12; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
 55957;00055957;COCA COLA KS ULTRA 290ML      ;24X290ML  ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.042-COCA-COLA         ;       1639,0000000 ;       45,59;       42,70;       45,60; 9/01/26; 1,22578;   18,500;   18,500;   1;  60; 10;  1;  1;  1;  1;   ;0024;00;ATIVO  ;                                                                                                    ;
 56051;00056051;COCA COLA LATA 310ML MAINLINE ;6X310ML   ;CX;001-REFRIG                    ;001.124-310ml / 10,5oz        ;001.124.042-COCA-COLA         ;        264,0000000 ;       14,51;       13,33;       14,51;25/11/25;  ,32758;    2,030;    2,030;   1; 590; 59; 60;310; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
  8533;00055404;COCA COLA LATA 350ML C/12     ;12X350ML  ;CX;001-REFRIG                    ;001.063-11.8Onz/350ML=CC      ;001.063.042-COCA-COLA         ;       4236,0000000 ;       30,23;       27,87;       30,24; 7/01/26;  ,73969;    4,378;    4,378;   1; 264; 22; 40; 10; 41;125;   ;0012;03;ATIVO  ;                                                                                                    ;
 56840;00056840;COCA COLA LS 1 LITRO ROTULADA ;1X1L      ;CX;001-REFRIG                    ;001.027-33.8 Onz / 1 LITRO    ;001.027.042-COCA-COLA         ;        942,0000000 ;       36,83;       33,98;       36,84; 9/01/26; 2,11342;   25,000;   25,000;   1;  50; 10;  1;  6;  2; 80;   ;0012;00;ATIVO  ;                                                                                                    ;
 56600;00056600;COCA COLA ORIGINAL PET 2L 8U F;8X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.042-COCA-COLA         ;       6973,0000000 ;       62,87;       57,26;       62,88;12/01/26; 2,81789;   16,800;   16,800;   1;  75; 15; 20; 30;  6; 90;   ;0008;06;ATIVO  ;                                                                                                    ;
 55935;00055935;COCA COLA PET 600ML           ;6X600ML   ;CX;001-REFRIG                    ;001.022-20.3 Onz / 600 ML=CC  ;001.022.042-COCA-COLA         ;       3301,0000000 ;       20,69;       19,06;       20,70; 6/01/26;  ,63402;    3,890;    3,890;   1; 280; 40; 50; 10; 20;112;   ;0006;08;ATIVO  ;                                                                                                    ;
 56754;00056754;COCA COLA RETORNAVEL PET 2L RT;9X2L      ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.042-COCA-COLA         ;       1738,0000000 ;       42,47;       38,91;       42,48; 9/01/26; 3,17013;   21,800;   21,800;   1;  50; 10;  1;  7;  3;  2;   ;0009;00;ATIVO  ;                                                                                                    ;
  9334;00055573;COCA COLA ZERO LATA 350ML C12 ;12X350ML  ;CX;001-REFRIG                    ;001.063-11.8Onz/350ML=CC      ;001.063.048-COCA-COLA ZERO    ;       1234,0000001 ;       30,24;       27,88;       30,24; 2/01/26;  ,73969;    4,378;    4,378;   1; 264; 22; 40; 30; 41;125;   ;0012;03;ATIVO  ;                                                                                                    ;
 55818;00055818;COCA COLA ZERO PET 2L         ;8X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.048-COCA-COLA ZERO    ;       2017,0000000 ;       62,56;       56,99;       62,56; 8/01/26; 2,81789;   16,800;   16,800;   1;  75; 15; 20; 40;  6; 90;   ;0008;06;ATIVO  ;                                                                                                    ;
 55934;00055934;COCA COLA ZERO PET 600ML      ;6X600ML   ;CX;001-REFRIG                    ;001.022-20.3 Onz / 600 ML=CC  ;001.022.048-COCA-COLA ZERO    ;        865,0000000 ;       20,69;       19,07;       20,70; 7/01/26;  ,63402;    3,890;    3,890;   1; 280; 40; 50; 15; 20;112;   ;0006;08;ATIVO  ;                                                                                                    ;
   925;        ;COFRE DMF PARA CABINE         ;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;      535,00;      535,00;            ;        ;  ,10567;         ;         ;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
   147;        ;COMPUTADOR C WINDOWS 11 PRO   ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;          4,0000000 ;      489,26;      489,26;      489,26;31/10/25;        ;   25,000;   25,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
   104;        ;CONJUNTO 9 GARRAFAS CC REF PET;1X1       ;CX;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;        500,0000000 ;            ;            ;            ;        ;  ,10567;         ;         ;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
  7322;00092520;CRYSTAL PET 1,5L COM GAS      ;6X1,5L    ;CX;003-AGUA                      ;003.004-10.1 Onz / 300 ML=CC  ;003.004.226-CRYSTAL           ;        804,0000000 ;       15,02;       15,02;       15,06; 7/01/26; 1,58506;    9,295;    9,295;   1; 112; 28; 30; 40; 13;100;   ;0006;04;ATIVO  ;                                                                                                    ;
  7323;00092521;CRYSTAL PET 1,5L SEM / G      ;6X1,5L    ;CX;003-AGUA                      ;003.033-50.7 Onz / 1.5 LITRO  ;003.033.226-CRYSTAL           ;       1141,0000000 ;       14,08;       14,08;       14,10; 7/01/26; 1,58506;    9,295;    9,295;   1; 112; 28; 30; 30; 13;100;   ;0006;04;ATIVO  ;                                                                                                    ;
 92650;00092652;CRYSTAL PET 1L                ;6X1L      ;CX;003-AGUA                      ;003.027-33.8 Onz / 1 LITRO    ;003.027.226-CRYSTAL           ;        256,0000000 ;       13,07;       13,07;       13,08; 8/01/26; 1,05671;    6,380;    6,380;   1; 140; 28; 50; 90; 40;244;   ;0006;00;ATIVO  ;                                                                                                    ;
  7325;00092522;CRYSTAL PET 500ML COM GAS     ;12X500ML  ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;       1794,0000000 ;       15,48;       15,48;       15,48; 7/01/26; 1,05671;    6,295;    6,295;   1; 168; 24; 80;210; 33;240;   ;0012;00;ATIVO  ;                                                                                                    ;
  7331;00092527;CRYSTAL PET 500ML SEM/G       ;12X500ML  ;CX;003-AGUA                      ;003.018-16.9 Onz / 500 ML=CC  ;003.018.226-CRYSTAL           ;       3991,0000000 ;       13,90;       13,90;       13,92; 7/01/26; 1,05671;    6,295;    6,295;   1; 168; 24; 80;205; 33;240;   ;0012;00;ATIVO  ;                                                                                                    ;
  8590;00092581;CRYSTAL PET 5L                ;2X5L      ;CX;003-AGUA                      ;003.144-5 LITROS              ;003.144.226-CRYSTAL           ;        614,0000000 ;       14,93;       14,93;       14,96; 7/01/26; 1,76118;   10,415;   10,415;   1; 112; 28; 30; 60; 39;243;   ;0002;03;ATIVO  ;                                                                                                    ;
  9770;00092657;CRYSTAL VIP COM GAS 350ML 12UN;12X350ML  ;CX;003-AGUA                      ;003.007-AGUA 350ML            ;003.007.130-CRYSTAL           ;          6,0000000 ;       21,00;       21,00;       21,00;22/12/25;  ,73969;    3,600;    3,600;   1; 140; 20; 80;215; 36;242;   ;0012;00;ATIVO  ;                                                                                                    ;
  9714;00092658;CRYSTAL VIP SEM /G 350ML      ;12X350ML  ;CX;003-AGUA                      ;003.007-AGUA 350ML            ;003.007.130-CRYSTAL           ;                    ;       21,24;       21,24;       21,24;22/12/25;  ,73969;    3,600;    3,600;   1; 140; 20; 80;220; 36;242;   ;0012;00;ATIVO  ;                                                                                                    ;
182892;        ;CXA PLAST ALTA DE KS          ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;       4921,0000000 ;       16,09;        4,10;       12,00; 9/01/24;  ,00001;     ,011;     ,011;   1;  60; 10;200; 50;  1;  1;   ;0001;00;ATIVO  ;                                                                                                    ;
183468;        ;CXA PLAST ESTREL GALICIA 600ML;1X600ML   ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;       25,80;            ;       25,80;        ;        ;     ,600;     ,600;   1; 672; 56;200;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
139560;00139560;CYNAR GARRAFA VD 900ML UN     ;1X900ML   ;UN;012-SPIRITS                   ;012.122-APERITIVO             ;012.122.122-CYNAR             ;         10,0000000 ;       23,85;       22,38;       23,85;22/12/25;  ,15850;    1,000;    1,000;   1; 672; 56;  1;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
  8812;00118812;DEL VALLE 100% UVA 1L 06UN    ;6X1L      ;CX;008-SUCOS                     ;008.027-33.8 Onz / 1 LITRO    ;008.027.234-DELL VALE MAIS    ;        154,0000000 ;       65,15;       60,54;       65,16;29/12/25; 1,05671;    6,630;    6,630;   1; 160; 32;120;230; 50;381;   ;0006;00;ATIVO  ;                                                                                                    ;
139675;00139675;DREHER GAR VD 900ML 1UN       ;1X900ML   ;UN;012-SPIRITS                   ;012.121-CONHAQUE              ;012.121.120-DREHER            ;        403,0000000 ;       15,94;       15,03;       15,96;10/12/25;  ,15850;    1,310;    1,000;   1; 672; 56;  1;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
118828;00118828;DV 100% MACA 1 LITRO C6       ;6X1L      ;CX;008-SUCOS                     ;008.027-33.8 Onz / 1 LITRO    ;008.027.234-DELL VALE MAIS    ;          6,0000000 ;       46,92;       43,60;       46,92;31/12/25; 1,05671;    6,630;    6,630;   1; 160; 32;120;230; 50;381;   ;0006;00;ATIVO  ;                                                                                                    ;
